-100	1.00
-99	1.00
-98	1.00
-97	1.00
-96	1.00
-95	1.00
-94	1.00
-93	1.00
-92	1.00
-91	1.00
-90	1.00
-89	1.00
-88	1.00
-87	1.00
-86	1.00
-85	1.00
-84	1.00
-83	1.00
-82	1.00
-81	1.00
-80	1.00
-79	1.00
-78	1.00
-77	1.00
-76	1.00
-75	1.00
-74	1.00
-73	1.00
-72	1.00
-71	1.00
-70	1.00
-69	1.00
-68	1.00
-67	1.00
-66	1.00
-65	1.00
-64	1.00
-63	1.00
-62	1.00
-61	1.00
-60	1.00
-59	1.00
-58	1.00
-57	1.00
-56	1.00
-55	1.00
-54	1.00
-53	1.00
-52	1.00
-51	1.00
-50	1.00
-49	1.00
-48	1.00
-47	1.00
-46	1.00
-45	1.00
-44	1.00
-43	1.00
-42	1.00
-41	1.00
-40	1.00
-39	1.00
-38	1.00
-37	1.00
-36	1.00
-35	1.00
-34	1.00
-33	1.00
-32	1.00
-31	1.00
-30	1.00
-29	1.00
-28	1.00
-27	1.00
-26	1.00
-25	1.00
-24	1.00
-23	1.00
-22	1.00
-21	1.00
-20	1.00
-19	1.00
-18	1.00
-17	1.00
-16	1.00
-15	1.00
-14	1.00
-13	1.00
-12	1.00
-11	1.00
-10	1.00
-9	1.00
-8	1.00
-7	1.00
-6	1.00
-5	1.00
-4	1.00
-3	1.00
-2	1.00
-1	1.00
0	1.00
1	1.00
2	1.00
3	1.00
4	1.00
5	1.00
6	1.00
7	1.00
8	1.00
9	1.00
10	1.00
11	1.00
12	1.00
13	1.00
14	0.99
15	0.99
16	0.99
17	0.99
18	0.99
19	0.99
20	0.99
21	0.99
22	0.99
23	0.99
24	0.99
25	0.99
26	0.99
27	0.98
28	0.98
29	0.98
30	0.98
31	0.98
32	0.97
33	0.97
34	0.97
35	0.96
36	0.96
37	0.96
38	0.96
39	0.95
40	0.95
41	0.95
42	0.94
43	0.93
44	0.92
45	0.92
46	0.91
47	0.91
48	0.90
49	0.90
50	0.89
51	0.88
52	0.86
53	0.85
54	0.84
55	0.83
56	0.82
57	0.81
58	0.80
59	0.79
60	0.78
61	0.78
62	0.78
63	0.77
64	0.76
65	0.75
66	0.74
67	0.73
68	0.72
69	0.72
70	0.71
71	0.71
72	0.69
73	0.69
74	0.68
75	0.66
76	0.66
77	0.65
78	0.64
79	0.63
80	0.62
81	0.61
82	0.61
83	0.60
84	0.59
85	0.59
86	0.58
87	0.57
88	0.56
89	0.55
90	0.54
91	0.53
92	0.52
93	0.50
94	0.49
95	0.48
96	0.46
97	0.45
98	0.44
99	0.43
100	0.43
101	0.41
102	0.40
103	0.39
104	0.36
105	0.34
106	0.33
107	0.32
108	0.31
109	0.30
110	0.30
111	0.30
112	0.29
113	0.28
114	0.27
115	0.26
116	0.26
117	0.25
118	0.24
119	0.23
120	0.23
121	0.23
122	0.22
123	0.21
124	0.20
125	0.20
126	0.19
127	0.19
128	0.19
129	0.18
130	0.17
131	0.17
132	0.17
133	0.16
134	0.15
135	0.15
136	0.14
137	0.14
138	0.13
139	0.12
140	0.12
141	0.12
142	0.12
143	0.12
144	0.11
145	0.11
146	0.10
147	0.10
148	0.09
149	0.09
150	0.09
151	0.08
152	0.08
153	0.08
154	0.08
155	0.08
156	0.08
157	0.08
158	0.08
159	0.08
160	0.08
161	0.08
162	0.07
163	0.07
164	0.07
165	0.06
166	0.06
167	0.05
168	0.05
169	0.05
170	0.05
171	0.05
172	0.05
173	0.04
174	0.04
175	0.04
176	0.04
177	0.04
178	0.04
179	0.03
180	0.03
181	0.03
182	0.03
183	0.03
184	0.03
185	0.03
186	0.03
187	0.03
188	0.03
189	0.03
190	0.02
191	0.02
192	0.02
193	0.02
194	0.02
195	0.02
196	0.02
197	0.02
198	0.02
199	0.02
200	0.01
201	0.01
202	0.01
203	0.01
204	0.01
205	0.01
206	0.01
207	0.01
208	0.01
209	0.01
210	0.01
211	0.01
212	0.01
213	0.00
214	0.00
215	0.00
216	0.00
217	0.00
218	0.00
219	0.00
220	0.00
221	0.00
222	0.00
223	0.00
224	0.00
225	0.00
226	0.00
227	0.00
228	0.00
229	0.00
230	0.00
231	0.00
232	0.00
233	0.00
234	0.00
235	0.00
236	0.00
237	0.00
238	0.00
239	0.00
240	0.00
241	0.00
242	0.00
243	0.00
244	0.00
245	0.00
246	0.00
247	0.00
248	0.00
249	0.00
250	0.00
251	0.00
252	0.00
253	0.00
254	0.00
255	0.00
256	0.00
257	0.00
258	0.00
259	0.00
260	0.00
261	0.00
262	0.00
263	0.00
264	0.00
265	0.00
266	0.00
267	0.00
268	0.00
269	0.00
270	0.00
271	0.00
272	0.00
273	0.00
274	0.00
275	0.00
276	0.00
277	0.00
278	0.00
279	0.00
280	0.00
281	0.00
282	0.00
283	0.00
284	0.00
285	0.00
286	0.00
287	0.00
288	0.00
289	0.00
290	0.00
291	0.00
292	0.00
293	0.00
294	0.00
295	0.00
296	0.00
297	0.00
298	0.00
299	0.00
300	0.00
